id	species	gene_names	gene_synonyms	description	term_ids	sources
4439	ath	AT1G18260		Endoplasmic reticulum (ER)-associated degradation process is blocked and the unfolded protein response is activated in ebs5-5 mutant.		TAIR
4440	ath	AT1G18330		Under both FRc and Rc conditions, the length of mutant hypocotyls and cotyledon area are similar to that of wild type.		TAIR
4441	ath	AT1G18350		bud1 plants develop significantly fewer  lateral roots, simpler venation patterns, and a quicker and greater curvature in the gravitropism assay. In addition, the bud1  plants have shorter hypocotyls at high temperature (29C) under light, which is a characteristic feature of defective auxin  action. Determination of tritium-labeled indole-3-acetic acid transport showed that the increased expression of MKK7 in bud1  or the repressed expression in MKK7 antisense transgenic plants causes deficiency or enhancement in auxin transport,  indicating that MKK7 negatively regulates polar auxin transport.		TAIR
4442	ath	AT1G18390		Hypersensitive to drought stress. Decreased sensitivity to ABA treatment during germination. Flowers 3 days later than wild type. Hypersensitive to drought stress. Decreased sensitivity to ABA treatment during germination.		TAIR
4443	ath	AT1G18400		No visible phenotype.		TAIR
4444	ath	AT1G18620		Reduced leaf and petiole size. Small rosettes. Reduced stem and silique length. Reduced leaf and petiole size. Reduced stem and seed length.  Reduced cell elongation in longitudinal direction.		TAIR
4445	ath	AT1G18750		No visible phenotype. Reduced seed set due to decreased pollen viability and other pollen defects.		TAIR
4446	ath	AT1G18800		mutants did not show any phenotype under in vitro culture and greenhouse growth conditions. Double mutant plants showed a short-root phenotype: roots grew like the wild-type roots until 6 d after germination (DAG). However, after 7 DAG, the elongation of the double mutant roots was dramatically reduced compared with the wild-type roots. The aerial organs (leaves, rosettes, inflorescences, flowers, fruits, and embryos) developed normally in the double mutant plants. .		TAIR
4447	ath	AT1G18870		Phenotype not described. no visible phenotype. Mutant seeds displayed reduced germination rates. A modest but significant decrease of 5-CH3-PteGlu(n) and 5-CHO-PteGlu(n) (by 11 and 33%, respectively) was observed in dry seeds of the mutant as compared with the wild-type, resulting in a decrease in total folate content by 11% . Defective in phylloquinone biosynthesis. Contains about 18% of wild-type phylloquinone content but 50-70% of wild-type PSI activity.		TAIR
4448	ath	AT1G18940		No visible phenotype.		TAIR
4449	ath	AT1G19120		Retarded germination. Alterations in cotyledon shape and venation. Serrated rosette leaves with reduced area and petiole lenght. Reduced root length and number of secondary roots. Early flowering under short-day. Lost of apical dominance. Shorter siliques with fewer seeds.		TAIR
4450	ath	AT1G19350		Long and bending leaf petioles, curly leaves and early senescence phenotype. Hypersensitive to brassinolide (BL). Insensitive to brassinazole (BRZ), an inhibitor of BL biosynthesis.		TAIR
4451	ath	AT1G19835		Reduced trichome branching.		TAIR
4452	ath	AT1G19890		No visible phenotype.		TAIR
4453	ath	AT1G19950		Discontinuous cotyledon pattern, altered siliques.		TAIR
4454	ath	AT1G20340		Lower biomass than WT. Delayed bolting. Reduced copper accumulation.		TAIR
4455	ath	AT1G20480		No visible phenotype.		TAIR
4456	ath	AT1G20490		No visible phenotype.		TAIR
4457	ath	AT1G20500		No visible phenotype.		TAIR
4458	ath	AT1G20510		reduced levels of JA.		TAIR
4459	ath	AT1G20560		No visible phenotype.		TAIR
4460	ath	AT1G20700		Reduced fertility, short siliques and aborted seeds. Late flowering. Reduced number of lateral roots.Short stamens.		TAIR
4461	ath	AT1G20820		defective in chloroplast division.		TAIR
4462	ath	AT1G20830		defective in chloroplast division.		TAIR
4463	ath	AT1G20870		Higher levels of DNA methylation than in wild type.		TAIR
4464	ath	AT1G20900		Delayed leaf  senescence, slightly shorter petioles, round and enlarged  leaves, an increased number of inflorescences, a late flowering  phenotype and increased biomass. .		TAIR
4465	ath	AT1G20970		No visible phenotype.		TAIR
4466	ath	AT1G21400		High levels of free branched-chain amino acids in leaves subjected to prolonged darkness, early senescence in prolonged darkness. High levels of free branched-chain amino acids in mature seeds and leaves subjected to prolonged darkness, early senescence in prolonged darkness.		TAIR
4467	ath	AT1G21410		Defect in protein degradation. Phenotype not described. The mutant does not have any obvious defects and a KRP1:GUS fusion protein is not stabilized in this line, nor in a skp2a / skp2b double mutant. But, over-expression analyses suggest that SKP2b, but not SKP2a, may be involved in regulating KRP1 stability.		TAIR
4468	ath	AT1G21530		No visible phenotype.		TAIR
4469	ath	AT1G21540		No visible phenotype.		TAIR
4470	ath	AT1G21610		When plants were wounded by tweezing twice, one week apart,comparison of SALK_090109C to Columbia resulted in significantly less shoot biomass (P=0.049) and significantly more root biomass (P=0.01) in the mutant plants.  There was no significant difference in growth between mutant and wild type upon comparison of growth curves.		TAIR
4471	ath	AT1G21750		Increased root elongation, dry weight, and proline accumulation.		TAIR
4472	ath	AT1G22130		Reduced seed set due to decreased pollen viability and other pollen defects. No visible phenotype. Reduced fertility and seed set due to reduced pollen viability, delayed pollen germination, and inhibited pollen tube growth. Low rate of allele transmission in the presence of competing pollen. Reduced seed set. Pollen tubes are delayed in germination/growth. Reduced seed set.		TAIR
4473	ath	AT1G22530		RAM size was reduced by 25%,mutants germinated in 100 nM 2,4D were highly agravitropic, embryo patterning defects.		TAIR
4474	ath	AT1G22840		Delayed growth and development, later flowering. Double mutants have lower levels of active gibberellins and higher levels of DELLA proteins.		TAIR
4475	ath	AT1G22870		Shorter primary roots, shorter shoots. Tiny shoots. Growth retardation.		TAIR
4476	ath	AT1G22950		Leaf incurvature, early flowering, and reduced palisade mesophyll cell size, unfertilized ovules. Seedlings lacked rosette leaves, skipped vegetative growth, flowered upon germination, generating small, sterile flowers, involute cotyledons, aberrant floral tissues comprising a mixture of stamens, carpels, stigma and ovules.		TAIR
4477	ath	AT1G23030		On control medium, displayed shorter roots than wild type.  On MeJA medium, hypersensitivity to the additive was shown with even shorter roots. No visible phenotype.		TAIR
4478	ath	AT1G23080		No visible phenotype.		TAIR
4479	ath	AT1G23260		Unlike uev1d-1 mutants, uev1a-1 mutants show wild type rates of germination in the presence of the DNA damaging agent MMS.		TAIR
4480	ath	AT1G23320		No visible phenotype. Weakly ethylene insensitive in roots of 3-day-old dark-grown seedlings. Segragegates ~1/4 of monopteros-like seedlings (wei8-1 tar1-1 tar2-1 triple mutant plants), ~1/2 of seedlings with moderately ethylene-insensitive roots after 3 days in the dark (wei8-1 tar1-1 tar2-1/+), and ~1/4 of weakly ethylene insensitive seedlings (wei8-1 tar1-1 double mutant plants). triple mutant plants do not survive on soil. Segragegates ~1/4 of monopteros-like seedlings (wei8-1 tar1-1 tar2-2 triple mutant plants), ~1/2 of seedlings with moderately ethylene-insensitive roots after 3 days in the dark (wei8-1 tar1-1 tar2-2/+), and ~1/4 of weakly ethylene insensitive seedlings (wei8-1 tar1-1 double mutant plants). some of the triple mutant plants survive on soil and adults show reduced apical dominance, venation defects, abnormal flowers and sterility. Plants show constitutive triple response in the absence of ethylene (ctr1-like phenotype). tar1-1 single mutant shows no visible phenotype. DR5:GUS expression is indistinguishable from DR5:GUS in Col background. This mutant does not have any obvious morphological defects and it responds normally to ACC and IAA in hypocotyl and root elongation assays. These triple mutants do not make a primary root, they have an extremely reduced hypocotyl, and they lack discernible vasculature in their cotyledons. These mutants have a higher propensity to develop a single cotyledon than wild-type embryos.		TAIR
4481	ath	AT1G23380		Partially rescues the downward orientation of siliques characteristic of bp single mutants. Rescue of partial loss of apical dominance phenotype characteristic of bp mutants. Short plants, although taller than bp single mutants. Partial rescue of primary inflorescence stem internode length characteristic of bp single mutants. Partially suppresses pny.bp phenotypes such as dwarfism, loss of apical dominance and silique orientation. Fully rescues downward orientation of siliques characteristic of bp single mutants. Shorter than WT. Rescuse partial loss of apical dominance characteristic of single bp mutants. Partial rescue of primary inflorescence internode length characteristic of bp single mutants. Similar to knat6.bp.pny except htat shows greater suppression on bp pny silique orientation defects. WT.		TAIR
4482	ath	AT1G23540		Increased axillary branching, reduced stature, reduced fertility.		TAIR
4483	ath	AT1G23800		No visible phenotype.		TAIR
4484	ath	AT1G24260		Early flower mutant phenotypes are lessened in later-arising flowers which appear more normal whilst still displaying significant perturbations of organ development. Gynoecium  often supported by an elongated gynophore. Many flowers display a loss of fourth whorl determinancy. Profound changes in early arising flowers. Both organ numbers and organ identity are affected in a highly variable manner. Stellate trichomes are frequently observed on carpels (never on wild-type). Adaxial epidermal cells have a slightly irregular edge, indicating a partial adoption of leaf fate. All flower organs resemble sepals. The second whorl has four green sepal-like organs (instead of four white petals) which are differentiated of interspersed stomata and the conversion of nearly all of the cells into sepal cells. Sepals replace stamens in the third whorl. The fourth whorl is a reiteration of whorls 1, 2 and 3. All flower organs are converted to leaf-like organs, most strikingly on their adaxial surface. Abaxial epidermal cells are made up of a mixture of leaf- and sepal-like characteristics. Leaf characteristics include an abundance of branched trichomes. Normal flowers apart from a reduction in the number of stamens. Adaxial surface of first whorl organs are unaffected. Non-described subtle phenotype.		TAIR
4485	ath	AT1G24560		dwarfism. severe wavy rosette and late flowering phenotype. seedling lethality.		TAIR
4486	ath	AT1G25220		suppressor of superoot2-1 phenotype. Ethylene insensitive in roots of 3-day-old dark-grown seedlings, shorter hypocotyls. hypocotyl height and ethylene defects can be complemented by 10uM Tryptophan. adult plants are pale and slightly reticulated. Ethylene insensitive in roots of 3-day-old dark-grown seedlings. short hypocotyls. hypocotyl height and ethylene defects can be complemented by 10uM Tryptophan. Ethylene insensitive in roots of 3-day-old dark-grown seedlings, short hypocotyls. hypocotyl height and ethylene defects can be complemented by 10uM tryptophan. wei7 nearly completely supresses auxin-overproduction phenotype of sur2. Shows reduced triple response in air: roots of the double mutant are longer than that of the ctr1-1 single mutant.		TAIR
4487	ath	AT1G25410		Medium size rosette,  leaf margins  slightly serrated, somewhat early flowering, light-green plants, height = 30-35 cm. leaves slightly serrated, light green plants, early flowering, height = 30-35 cm. No visible phenotype. Fewer rosette leaves than wild type indicating a prolonged plastochron. Flowering time is delayed when grown on vermiculite but not on nutrient agar. Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age. Rduced shoot apical meristem size and thin inflorescence stems. Short and thin aerial parts. Some seeds are aborted but surviving ones are larger than those of wild type. Thin, small plants.		TAIR
4488	ath	AT1G26260		cib1 or cib5 single mutant shows no obvious phenotype, and cib1cib5 double mutant showed a mild but statistically significant delay of flowering under a photoperiodic inductive condition (plants were grown in short-day photoperiod (9h light/15h dark) for 20 days and transfered to long-day photoperiod (16h light/ 8h dark) for 4 days, and removed back to short-day to continue grow until flowering.		TAIR
4489	ath	AT1G26310		double mutant. cal1-1 is a strong allele with inflorescence resembling a cauliflower. cal enhances ap1-1 mutant phenotype, to completely transform floral meristem to inflorescence meristem. cal1-1 alone confers no visible phenotype. ap1-1 presents homeotic conversions of sepals to bracts and formation of secondary flowers in the axil of the transformed sepals. lacks petals. tertiary flowers are found within the secondary flowers. Indistinguishable from ap1-1 cal1-1 double mutant. Upon DEX treatment, synchronized floral meristem formation is induced. No visible phenotype. Flower meristems behave like inflorescence meristems and continuously elaborate new meristems, resulting in the 'cauliflower' phenotype. Eventually flowers resembling those of ap1 single mutants eventually appear and set seeds. Inflorescences take 7-10 days longer than ap1 cal mutant to begin producing flowers.		TAIR
4490	ath	AT1G26640		Decrease in campesterol and sitosterol contents and decrease in &#946.-caryophyllene emission.		TAIR
4491	ath	AT1G26700		No visible phenotype. Aberrant root thigmomorphogenesis.  anisotropic, chiral root expansion manifesting as tightly curled root patterns upon contact with solid surfaces. this  defect  is nonadditive and dependent on light and nutrients.		TAIR
4492	ath	AT1G26810		In contrast with wild-type plants, no Lea-containing peaks were found in extracts of the mutant. Mutant lines did not display a detectable signal with JIM84 (a monoclonal antibody specifically binding to Lea structures on plant N-glycans), whereas, in wild-type plants, a strong staining was visible. No visible phenotype.		TAIR
4493	ath	AT1G26830		Mutants are virtually indistinguishable  from wild-type siblings in the dark and in all light conditions, both at seedling and mature stages. Significant increase (five- to sixfold) in the total amount of CSN5 with respect to the CSN5 level observed in the csn5a-2 single mutant. Mutant plants flowered slightly later than wild type and had a reduced sensitivity of the inhibition of hypocotyl growth in far-red light. No visible phenotype. Arrest of embryogenesis occurred predominantly at heart stage. The following abnormalities were observed: premature or abnormal division of hypophyseal cell, underdeveloped short suspensor, abnormalities in procambial cell divisions, abnormalities in protoderm formation, underdeveloped endosperm with delayed cellularization. Segregates about 17% embryo lethal. Embryos about around the transition stage.		TAIR
4494	ath	AT1G26870		Homozygotes have a reduced number of columella root cap (COL) and lateral root cap (LRC) cell layers. Meristem length, meristem cell number and root length are comparable to WT. Periclinal division rates in the COL and LRC stem cells are reduced.		TAIR
4495	ath	AT1G27510		No visible phenotype. Once they were transferred to the long day conditions (after being grown in constant light until they reached the rosette leaf stage and were ready to bolt), the mutant plants continued to grow similarly to wild type except that their growth was slightly reduced and their final height was ~80% of that of wild type. Under continuous light the mutant plants grew equally well compared to wild type and finally reached the same height. When mature plants grown under continuous light were shifted to the dark for 8 h free protochlorophyllide accumulated in the mutant to similar levels in rosette leaves and were 3- to 4-fold higher than in wild-type controls. Once they were transferred to the long day conditions (after being grown in constant light until they reached the rosette leaf stage and were ready to bolt), the mutant plants stopped growing.		TAIR
4496	ath	AT1G27595		Increased sensitivity to glucose. Plants grown on 3% glucose have shorter roots. Also have increased anthocyanin levels, increased starch content, when grown on 2-3% glucose.		TAIR
4497	ath	AT1G27660		Mutation is lethal in the homozygous state.		TAIR
4498	ath	AT1G28010		Inflorescence stems from the homozygous mutants have smaller xylem vessels and smaller phloem areas compared to WT plants.  Inflorescence apices also have a reduction in polar auxin transport.		TAIR
4499	ath	AT1G28230		incompletely dominant mutation. defective in acid phosphatase production under phosphorus starvation. responds to phosphorus-deficient conditions by an increase in overall levels of acid phosphatase activity, accumulation of anthocyanins, increase of the root-to- shoot ratio and changes in the partitioning of phosphorus between roots and shoots.		TAIR
4500	ath	AT1G28340		No visible phenotype.		TAIR
4501	ath	AT1G29060		Increased sensitivity to salt (130 or 140 mM NaCl ) and osmotic (350 or 400 mM mannitol) stress. Increased salt tolerance.		TAIR
4502	ath	AT1G29170		Phenotype not described.		TAIR
4503	ath	AT1G29400		No visible phenotype.		TAIR
4504	ath	AT1G30380		Double mutants were intermediate in mean size when compared with the corresponding single mutants. Germination of mutant seeds was not affected and visual inspection did not reveal any drastic change in phenotype compared with WT plants, except for a slightly lighter pigmentation. Increase in the Chl a/b ratio. No drop in total Chl levels. The level of the xanthophyll cycle pigments (VAZ-pool) was higher than in WT plants. Decrease in mean size.		TAIR
4505	ath	AT1G30460		ABA and Ca(2+) activation of slow-type anion channels and ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells. Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles. However, rapid-type anion channel current activity was not affected, consistent with the partial stomatal closing response in double mutants via a proposed branched signaling network. Imposed Ca(2+) oscillation experiments revealed that Ca(2+)-reactive stomatal closure was reduced in CDPK double mutant plants. However, long-lasting Ca(2+)-programmed stomatal closure was not impaired.		TAIR
4506	ath	AT1G30490		Segregates the dominant homozygous phavoluta mutants. This mutation causes transformation of abaxial to adaxial fates in leaves and leaf-like organs. phb-13 phv-11 cna-2 triple mutants often displayed tri-cotyledons, enlarged SAM, stem fasciation, flowers with extra organs, silique enlargement, and reduced fertility. Transformation of abaxial to adaxial fates in leaves and leaf-like organs. the most severely affected organs develop with radial symmetry and exhibit adaxial traits around their circumference. Defects in embryonic cell patterning in essentially all double mutants.  Pleotropic cotyledon phenotypes.  Large increase in phenotypic penetrance.		TAIR
4507	ath	AT1G30570		morphological phenotype similar to wt. resistant to kanamycin.		TAIR
4508	ath	AT1G30690		RAM size was reduced by 25%,mutants germinated in 100 nM 2,4D were highly agravitropic, embryo patterning defects.		TAIR
4509	ath	AT1G30840		Reduced NPQ, affected organization of light-harvesting complex II and an enhanced grana stacking.		TAIR
4510	ath	AT1G30900		No visible phenotype.		TAIR
4511	ath	AT1G30960		Sporophytic maternal effect mutation. In heterozygous plants when the mutant allele is transmitted by the female,about half the embryos abort. Aborted embryos have increased ROS and cell death.		TAIR
4512	ath	AT1G31360		No visible phenotype.		TAIR
4513	ath	AT1G31410		No visible phenotype.		TAIR
4514	ath	AT1G31500		Under normal growth conditions, hesp mutant plants possess not only higher Phi(PSII) than wild type plants, but also a higher oxidized redox state of QA, which reduced significantly NPQ. Mutants also have altered expression of CCA1, TOC1 and LHY.		TAIR
4515	ath	AT1G31650		Hypersensitive to ABA treatment.		TAIR
4516	ath	AT1G31720		mwl1-1/mwl2-1 double homozygous mutants are smaller compared with WT.		TAIR
4517	ath	AT1G32070		Mutant accumulates lower levels of melatonin and less anthocyanin than the wild type.		TAIR
4518	ath	AT1G32170		No visible phenotype.		TAIR
4519	ath	AT1G32240		Produces abaxial trichomes precociously. kan1 kan2 double mutants have small, up-curled leaves with abaxial protrusions, and are sterile. No visible phenotype. High levels of free branched-chain amino acids in mature seeds and leaves subjected to prolonged darkness, early senescence in prolonged darkness. About nine-tenths of the mutants exhibited abaxialized vasculature. The exclusively adaxialized vasculature observed in kan1 kan2 petioles was not detected in bop1 bop2 kan1 kan2 petioles. The radialized portion of bop1 bop2 kan1 kan2 leaves showed various kinds of organ polarity defects. The vascular bundles of nearly half of the leaves (44.0%) consisted of phloem surrounded by xylem, while one-third (36.0%) displayed xylem surrounded by phloem, and a small percentage (16.0%) had a mixture of both types of vasculature. . Quadruple mutant plants developed narrow leaves with ectopic blade outgrowth along the petioles, like bop1 bop2 leaves, as well as ectopic outgrowths on their abaxial lamina, like kan1 kan2 leaves. However, all of the bop1 bop2 kan1 kan2 leaves also showed extended, radialized petiole development that was not observed in either parental genotype. . bop1 bop2 kan1 kan2 stems had a decreased ratio of adaxialized vascular phenotypes compared with kan1 kan2 stems. Similar to what was observed in petioles, 6.7% of bop1 bop2 kan1 kan2 stems exhibited an abaxialized phenotype of xylem surrounded by phloem, while others (13.3%) had both types of vasculature in a single stem. Similar to kan1 kan2 double mutant.  However, the ovules have a novel phenotype, forming a single amorphous structure in place of both integuments. All kan1 kan2 stem vascular bundles displayed phloem surrounded by xylem, indicating adaxialized polarity. Cotyledons are narrow, cup-shaped and point upward. Leaves are narrow, dark green and develop ectopic outgrowths on their abaxial side only.  Four to six stipules, rather than two, develop at the base of each leaf, surrounding its entire circumference.  Stems fail to elongate upon flowering.  Floral organ morphology is highly abnormal.  Mature ovules have reduced outer integuments. Aberrant positioning of cell types, primarily along the adaxial/abaxial lateral organ axis. Double mutant plants have narrow leaves and developed ectopic outgrowths on their abaxial lamina. . External structures of the carpel are largely absent.  Ovules arise from a surface or column of tissue at the center of the flower. The inner integuments of these ovules are normal but the asymmetrical outer integument is now a nearly symmetrical and relatively amorphous collar of tissue. The vasculature in more than half (55.9%) of kan1 kan2 leaf petioles exhibited a pattern of phloem surrounded by xylem, representing an adaxialized phenotype. However, very surprisingly, 17.6% of kan1 kan2 leaf petioles had abaxialized vasculature or a mixture of adaxialized and abaxialized vasculature. Radialized leaf like organs form on the hypocotyl. Altered stomata and root hair pattering.Increased periclinal divisions on abaxial side of cotyledons and hypocotyl.Ectopic expression of PIN1 in hypocotyl region. kan1/kan2 defects in gynoecium development is mostly supressed. Plants are fertile and siliques more elongated compared to the kan1/kan2 double mutant and only occasionally form ectopic style tissue along the replum.Leaves are small and adaxialized.		TAIR
4520	ath	AT1G32500		Homozygous offsprings of the T-DNA line show a characteristic set of phenotypes. The chlorophyll content is reduced to 75% compared to wild type. Plants appear slightly bleached. The ultrastructure of the plastids is conspicuously different to wild type plastids. Most evident is the structure of the thylakoids, which are reduced and the grana are unorganized compared to the wild type situation. The overall architecture of mutant homozygous plants is slightly altered compared to wild type. Roots of 6 day-old seedlings were 35% shorter on average. The main macroscopic effect of the mutation is that mutant plants produce a large amount of aborted seeds. Only about 60% of the mature seeds contain phenotypically normal, viable embryos. Up to 30% of the seeds are aborted, dark and shrunken, and do not germinate. Most of these aborted seeds contain embryos arrested at the globular stage as well as ball/oblong-shaped embryos (ca. 75%). The morphogenesis of these embryos was blocked before initiation of cotyledon growth and establishment of bilateral symmetry. The other aborted seeds contain embryos arrested at the torpedo or bent cotyledon stage with abnormal- shaped, thickened hypocotyls and underdeveloped cotyledons (ca. 25%). About 10% of all seeds are narrow, containing undersized, tenuous embryos which are not viable.		TAIR
4521	ath	AT1G32580		No visible phenotype.		TAIR
4522	ath	AT1G32770		Loss of secondary cell wall in stem, silique and hypocotyl. Fragile stem. Indehiscent silique. Plants are indehiscent because siliques lack secondary walls except in vascular vessels. Under short-day conditions, the nst1-1 nst3-1 plants were no longer able to remain upright when they reached >15cmin height neither lignin nor cellulose, which constitute secondary walls, was produced in inflorescence stems of nst1-1 nst3-1 plants, . No visible phenotype.		TAIR
4523	ath	AT1G32850		No visible phenotype.		TAIR
4524	ath	AT1G32900		Decreased effective quantum yield of photosystem II, pale green plants, reduced growth rate.		TAIR
4525	ath	AT1G33140		Pointed and more serrated leaves.		TAIR
4526	ath	AT1G33280		WT phenotype. Columella root cap cells fail to detach. same as smb-3 single mutant. Root cap cells appear as a mass lacking uniform morphology. Cells can be highly elongated and twisted.   Cells fail to stop elongation and to  adopt the rigid, rectangular morphology of COL cells.   When compared with smb-3, the triple mutant has thesame number of complete LRC layers, and the appearance of the cells in those layers closely resembles that in smb-3. However, partial remains of older LRC layers remain attached to the meristem in the triple mutant, giving it a messy appearance. Remains of old LRC cap layers can be  found still attached to the root along its whole length. .		TAIR
4527	ath	AT1G33390		Abnormal widening and flattening of stems (fasciated plants). Unstable phenotype, expressivity depends on fluctuation of growth conditions. Caulis fasciation mutant. Unstable phenotype. Expressivity depends on growth condition fluctuations.		TAIR
4528	ath	AT1G33415		Thin exine with a poorly reticulate tectum and considerable debris adhered to the pollen grain surface.		TAIR
4529	ath	AT1G33430		Thin exine with a poorly reticulate tectum and considerable debris adhered to the pollen grain surface. Extremely thin pollen exine layer. Nexine, bacula, and tectum are present. Many mature pollen grains are withered and aggregated, but fertility is normal.		TAIR
4530	ath	AT1G33560		reduced stature and slightly curved leaves, increased PR-1 gene expression (all segregate as semi-dominant traits).  Under high light intensity, plants develop occasional, tiny punctate lesions.		TAIR
4531	ath	AT1G33980		over-representation of PTC-containing mRNAs. flowering time affected. narrower and more jagged rosette leaves than wild-type plants. phenotype can vary with conditions. over-representation of PTC-containing mRNAs. narrower and more jagged rosette leaves than wild-type plants. milder phenotype than upf3-1. phenotype can vary with conditions. increased stability of mRNA containing premature translation termination codons (PTCs). late flowering in long day growth conditions. narrower and more jagged rosette leaves than both wild-type plants. aberrant flower formation.		TAIR
4532	ath	AT1G34130		No visible phenotype observed in plants. not sensitive to NaCl. however, when crossed with stt3a-1 plants, 1/4 of male and female gametes are lethal, indicating that these oligosaccharyltransferases (OST) isoforms have overlapping and essential functions.		TAIR
4533	ath	AT1G34170		no obvious auxin-related growth phenotype.		TAIR
4534	ath	AT1G34210		No visible phenotype. double mutants were not able to produce seeds because of a lack of pollen  development in mutant anthers. In young buds, double mutant anthers developed normally, but serk1 serk2 microsporangia  produced more sporogenous cells that were unable to develop beyond meiosis. Furthermore, serk1 serk2 double mutants  developed only three cell layers surrounding the sporogenous cell mass, whereas wild-type anthers developed four cell layers.  Further confocal microscopic and molecular analyses showed that serk1 serk2 double mutant anthers lack development  of the tapetal cell layer, which accounts for the microspore abortion and male sterility.		TAIR
4535	ath	AT1G34290		No visible phenotype.		TAIR
4536	ath	AT1G34310		no obvious auxin-related growth phenotype.		TAIR
4537	ath	AT1G34350		Pollen is defective in germination and pollen tube growth.  Abnormal callose deposition in pollen grains.		TAIR
4538	ath	AT1G34355		diploid pollen grains.		TAIR
4539	ath	AT1G34390		no obvious auxin-related growth phenotype.		TAIR
4540	ath	AT1G34410		no obvious auxin-related growth phenotype.		TAIR
4541	ath	AT1G34670		Significantly higher lateral root density than wild type.		TAIR
4542	ath	AT1G35240		no obvious auxin-related growth phenotype.		TAIR
4543	ath	AT1G35520		no obvious auxin-related growth phenotype.		TAIR
4544	ath	AT1G35560		Increased blade length, blade width, blade perimeter, and blade area compared to wildtype. No visible phenotype. Fewer, but larger rosette leaves compared to wildtype.		TAIR
4545	ath	AT1G35620		The mutant shows ABA insensitivity in stomatal movement, including promotion of stomatal closure and inhibition of stomatal opening. The detached leaves of the mutant lose more water than those of the wild-type plants under dehydration condition. both young seedlings and mature plants of the mutant have lower capacity to conserve water during drought stress in comparison with wild-type plants. The ROS levels increase in the mutant in comparison with wild-type plants in both the whole leaves and in guard cells. Treatment with low concentrations of ABA reduces ROS levels in both whole leaves(1 to 10 uM ABA application) and in guard cells(5 uM ABA application) in the mutant plants.		TAIR
4546	ath	AT1G41740		Reduced fertility due to defects in meiosis. Loss of centromeric cohesion prematurely in meiosis II, prior to metaphase leading to unbalanced segregation and formation of defective microspores. Also a partially penetrant meiosis I phenotype in which a small number of univalents are produced.		TAIR
4547	ath	AT1G42470		Extreme dwarfism and male gametophyte defect (~38% pollen abortion).Increased amount of fatty acids (58%) with significant icrease in unsatuated FAs and decrease in saturated FAs. No visible phenotype. Severe dwarf phenotype, male gametophytic defects. Increased fatty acid amounts. When plants were grown under a long-day regime (16 h day/8 h night), the growth was indistinguishable from wild type.		TAIR
4548	ath	AT1G42560		No visible phenotype.		TAIR
4549	ath	AT1G42990		The levels of several ER-stress-responsive protein disulfide isomerases (PDI1,5,6,9,10,11) are reduced in this mutant, when ER stress is replied. However, the level of transcripts for the non-ER-stress-responsive PDI2 and PDI8 is slightly increased under these conditions in the atbzip60 mutant relative to WT plants.		TAIR
4550	ath	AT1G45616		No visible phenotype.		TAIR
4551	ath	AT1G45688		Hypocotyls of etiolated mutants displayed cell swelling and elongation defects when grown on  salt containing media.		TAIR
4552	ath	AT1G47056		Defects in lateral root formation, delayed root elongation and delayed plant growth. Reduced cell size.		TAIR
4553	ath	AT1G47750		Slow growth. short internodes. short pedicels. short siliques. somewhat short plants. average height = 22 cm.		TAIR
4554	ath	AT1G47890		No visible phenotype.		TAIR
4555	ath	AT1G48270		Reduced seed sensitivity to gibberellin (GA) and brassinosteroid (BR). altered seed germination. kanamycin resistant or silenced. Plants exhibit hypersensitivity to abscisic acid (ABA) in assays of root growth, gene regulation, and stomatal response. Root growth of seedlings is markedly more sensitive to inhibition by ABA compared with wild-type. Plants have enhanced drought tolerance and lower rates of water loss (lower transpiration rates). Plants are hypersensitive to ABA and S1P regulation of stomatal responses: guard cells are hypersensitive to both inhibition of opening of preclosed stomata and promotion of closure of preopened stomata by ABA. plants respond to the lipid metabolite, sphingosine-1-phosphate (S1P), in an identical fashion as they do to ABA: guard cells are hypersensitive to S1P-induced inhibition of stomatal opening and S1P-induced promotion of stomatal closure compared with the wild-type.		TAIR
4556	ath	AT1G48360		Defective in interstrand cross link repair. Hypersensitivity against MMC and cisplatin. Significantly increased sensitivity against cisplatin, sensitivity to MMC.		TAIR
4557	ath	AT1G48520		Light-green plants. no other visible phenotype.		TAIR
4558	ath	AT1G48550		No visible phenotype.		TAIR
4559	ath	AT1G48560		No visible phenotype.		TAIR
4560	ath	AT1G49240		Lacks root hairs.Root hairs initiate but do not develop further. Short root hairs. 50% reduction in root hair length compared to wild type. Plants are dwarf. Leaves are smaller and contain fewer cells and fewer lobes than wild type. Reduced number of trichome branches. Petals are narrow. Roots are more severely affected and produce short root hairs. Cell files are irregular and the elongation zone is much reduced.		TAIR
4561	ath	AT1G49530		No visual phenotype or altered plastidial isoprenoid levels compared to the wild-type.		TAIR
4562	ath	AT1G49760		Slightly reduced fresh weight. No visible phenotype. Serrated-dentated leaf margins. increased number of leaves. delayed flowering. increased width and size of siliques. reduced inflorescence length (stunted).		TAIR
4563	ath	AT1G49850		Slow growth. dark-green plants. somewhat reduced fertility.		TAIR
